,Unnamed: 0,reviews,stars,rating,sentiment,class,clean_reviews,clean_reviews_nb
62,62,"Buena app, como sugerencia, deberían poder incorporar iniciar varias sesiones en la misma app como el sistema de correos electrónicos. Yo tengo ventas de diferentes cosas y me gusta separarlas por mis correos y no puedo tener varias abiertas",Calificación: 4 de cinco estrellas,4,positive,2,"buena app, como sugerencia, deberían poder incorporar iniciar varias sesiones en la misma app como el sistema de correos electrónicos. yo tengo ventas de diferentes cosas y me gusta separarlas por mis correos y no puedo tener varias abiertas",buena app  como sugerencia  deberian poder incorporar iniciar varias sesiones en la misma app como el sistema de correos electronicos  yo tengo ventas de diferentes cosas y me gusta separarlas por mis correos y no puedo tener varias abiertas
63,63,"Se a puesto malísima, la plataforma es muy complicada aveces terminas de hacer tu publicación y tienen la opcion de limpiar todo en donde la mayoría de la aplicación tienen publicar. Bueno Facebook es mucho mejor",Calificación: 1 de cinco estrellas,1,negative,0,"se a puesto malísima, la plataforma es muy complicada aveces terminas de hacer tu publicación y tienen la opción de limpiar todo en donde la mayoría de la aplicación tienen publicar. bueno facebook es mucho mejor",se a puesto malisima  la plataforma es muy complicada aveces terminas de hacer tu publicacion y tienen la opcion de limpiar todo en donde la mayoria de la aplicacion tienen publicar  bueno facebook es mucho mejor
64,64,"Buena. Pero se puede mejorar, falta un multi selector de region Soy de talca y vivo en Santiago, por lo cual quiero ver la oferta de las dos regiones en un solo filtro",Calificación: 5 de cinco estrellas,5,positive,2,"buena. pero se puede mejorar, falta un multi selector de region soy de talca y vivo en santiago, por lo cual quiero ver la oferta de las dos regiones en un solo filtro",buena  pero se puede mejorar  falta un multi selector de region soy de talca y vivo en santiago  por lo cual quiero ver la oferta de las dos regiones en un solo filtro
65,65,"Funciona, pero aún tiene muchos problemas.",Calificación: 3 de cinco estrellas,3,neutral,1,"funcióna, pero aún tiene muchos problemas.",funciona  pero aun tiene muchos problemas 
66,66,"A rasgos generelas es muy util el problema llega cuando quieres el resto de funciones que ko sea buscar algo. Los mensajes no te los notifica de la aplicación, solo te llega un correo que podria ser solo ina notificación, ademas es directamente imposible mandar un a imagen o cualquier archivo siempre sale error y no se envia. Los guardados no se sicronizan por cuenta si no que por dispositivo. Es decir si guardo algo en el computador con la misma cuenta no se vera en el teléfono y viceversa.",Calificación: 3 de cinco estrellas,3,neutral,1,"a rasgos generelas es muy util el problema llega cuando quieres el resto de funciónes que ko sea buscar algo. los mensajes no te los notifica de la aplicación, solo te llega un correo que podria ser solo ina notificación, ademas es directamente imposible mandar un a imagen o cualquier archivo siempre sale error y no se envia. los guardados no se sicronizan por cuenta si no que por dispositivo. es decir si guardo algo en el computador con la misma cuenta no se vera en el teléfono y viceversa.",a rasgos generelas es muy util el problema llega cuando quieres el resto de funciones que ko sea buscar algo  los mensajes no te los notifica de la aplicacion  solo te llega un correo que podria ser solo ina notificacion  ademas es directamente imposible mandar un a imagen o cualquier archivo siempre sale error y no se envia  los guardados no se sicronizan por cuenta si no que por dispositivo  es decir si guardo algo en el computador con la misma cuenta no se vera en el telefono y viceversa 
67,67,Todo bien vendiendo pero comprando mas o menos x confiado,Calificación: 5 de cinco estrellas,5,positive,2,todo bien vendiendo pero comprando mas o menos x confiado,todo bien vendiendo pero comprando mas o menos x confiado
68,68,"Hola desde hace unos días la aplicación está operando con un error. Al desplegar una lista de busqueda guardada y clickear un aviso, el que se abre es el aviso siguiente. Cuando el aviso que quieres clikear está justo bajo un aviso publicitario no hay manera de llegar a él... Desde la busqueda de inicio, osea sin filtros ni busquedas guardadas, la aplicacion me funciona perfecto. Espero lo puedan resolver Saludos",Calificación: 4 de cinco estrellas,4,positive,2,"hola desde hace unos días la aplicación está operando con un error. al desplegar una lista de busqueda guardada y clickear un aviso, el que se abre es el aviso siguiente. cuando el aviso que quieres clikear está justo bajo un aviso publicitario no hay manera de llegar a él... desde la busqueda de inicio, osea sin filtros ni busquedas guardadas, la aplicación me funcióna perfecto. espero lo puedan resolver saludos",hola desde hace unos dias la aplicacion esta operando con un error  al desplegar una lista de busqueda guardada y clickear un aviso  el que se abre es el aviso siguiente  cuando el aviso que quieres clikear esta justo bajo un aviso publicitario no hay manera de llegar a el    desde la busqueda de inicio  osea sin filtros ni busquedas guardadas  la aplicacion me funciona perfecto  espero lo puedan resolver saludos
69,69,"lo unico que creo que falta es poder ver mas cosas del perfil del vendedor / comprador, asi como poder clasificarlos por calidad",Calificación: 5 de cinco estrellas,5,positive,2,"lo unico que creo que falta es poder ver mas cosas del perfil del vendedor / comprador, asi como poder clasificarlos por calidad",lo unico que creo que falta es poder ver mas cosas del perfil del vendedor / comprador  asi como poder clasificarlos por calidad
70,70,"Excelente aplicación me ha servido en varias oportunidades por lo que estoy agradecido, siempre se renuevan y tienen una app de facil uso 5 estrellas para ustedes.",Calificación: 5 de cinco estrellas,5,positive,2,"excelente aplicación me ha servido en varias oportunidades por lo que estoy agradecido, siempre se renuevan y tienen una app de facil uso 5 estrellas para ustedes.",excelente aplicacion me ha servido en varias oportunidades por lo que estoy agradecido  siempre se renuevan y tienen una app de facil uso 5 estrellas para ustedes 
71,71,No puedes suber bien tu avido no encuentra cosas que buscas y esta todo mesclado no esta por secciones,Calificación: 1 de cinco estrellas,1,negative,0,no puedes suber bien tu avido no encuentra cosas que buscas y esta todo mesclado no esta por secciónes,no puedes suber bien tu avido no encuentra cosas que buscas y esta todo mesclado no esta por secciones
72,72,"Buena App. Si Seria bueno que las preguntas sean publicas para que asi le sirvan a otros compradores como referencia. Lo otro, poder pinchar el numero del vendedor y lo pase automáticamente a su wsp, asi no hay que grabarlo en el Teléfono y sea menos engorroso.",Calificación: 4 de cinco estrellas,4,positive,2,"buena app. si seria bueno que las preguntas sean publicas para que asi le sirvan a otros compradores como referencia. lo otro, poder pinchar el numero del vendedor y lo pase automáticamente a su wsp, asi no hay que grabarlo en el teléfono y sea menos engorroso.",buena app  si seria bueno que las preguntas sean publicas para que asi le sirvan a otros compradores como referencia  lo otro  poder pinchar el numero del vendedor y lo pase automaticamente a su wsp  asi no hay que grabarlo en el telefono y sea menos engorroso 
73,73,"Hola, la aplicación impecable pero desde hace un tiempo la función de ordenar por precio no funciona, pongo ordenar por precio o con un rango de precio pero sale todo desordenado y con valores mas altos que del seleccionado. Gracias.",Calificación: 5 de cinco estrellas,5,positive,2,"hola, la aplicación impecable pero desde hace un tiempo la función de ordenar por precio no funcióna, pongo ordenar por precio o con un rango de precio pero sale todo desordenado y con valores mas altos que del selecciónado. gracias.",hola  la aplicacion impecable pero desde hace un tiempo la funcion de ordenar por precio no funciona  pongo ordenar por precio o con un rango de precio pero sale todo desordenado y con valores mas altos que del seleccionado  gracias 
74,74,"Buena app,por lo facil de utilizar y contiene lo necesario para gestionar los avisos.",Calificación: 5 de cinco estrellas,5,positive,2,"buena app,por lo facil de utilizar y contiene lo necesario para gestionar los avisos.",buena app por lo facil de utilizar y contiene lo necesario para gestionar los avisos 
75,75,"Esta muy buena la aplicación pero llega a muy pocas personas si no pagas para que llegue a más, además de que no te llega a notificar directamente la aplicación de que tienes un mensaje y tienes que entrar cada cierto tiempo a revisar, pero es súper intuitivo vender y comprar 9/10",Calificación: 4 de cinco estrellas,4,positive,2,"esta muy buena la aplicación pero llega a muy pocas personas si no pagas para que llegue a más, además de que no te llega a notificar directamente la aplicación de que tienes un mensaje y tienes que entrar cada cierto tiempo a revisar, pero es súper intuitivo vender y comprar 9/10",esta muy buena la aplicacion pero llega a muy pocas personas si no pagas para que llegue a mas  ademas de que no te llega a notificar directamente la aplicacion de que tienes un mensaje y tienes que entrar cada cierto tiempo a revisar  pero es super intuitivo vender y comprar 9/10
76,76,Bueno la app después de sus últimas actualizaciones en 2019 ahora a mejorado solo podría agregar que sería fantástico que tuviera un buscador por voz creo que con eso podría ganase 4 o hasta 5 estrellas obviamente en el caso que también estuviese más ligera la app y podrían darle un cambio de imagen,Calificación: 3 de cinco estrellas,3,neutral,1,bueno la app después de sus últimas actualizaciónes en 2019 ahora a mejorado solo podría agregar que sería fantástico que tuviera un buscador por voz creo que con eso podría ganase 4 o hasta 5 estrellas obviamente en el caso que también estuviese más ligera la app y podrían darle un cambio de imagen,bueno la app despues de sus ultimas actualizaciones en 2019 ahora a mejorado solo podria agregar que seria fantastico que tuviera un buscador por voz creo que con eso podria ganase 4 o hasta 5 estrellas obviamente en el caso que tambien estuviese mas ligera la app y podrian darle un cambio de imagen
77,77,"Todo el tiempo intentó actualizar mi cuenta, para poder publicar avisos. Y cuando lo intentó me sale por favor inténtelo más tarde, lo he intentado por varios días pero nada. Por favor arreglen eso. Pero en lo general es una buena app.",Calificación: 3 de cinco estrellas,3,neutral,1,"todo el tiempo intentó actualizar mi cuenta, para poder publicar avisos. y cuando lo intentó me sale por favor inténtelo más tarde, lo he intentado por varios días pero nada. por favor arreglen eso. pero en lo general es una buena app.",todo el tiempo intento actualizar mi cuenta  para poder publicar avisos  y cuando lo intento me sale por favor intentelo mas tarde  lo he intentado por varios dias pero nada  por favor arreglen eso  pero en lo general es una buena app 
